PSRJ,P0,P1
J1735-3258,0.350971731,2.60E-14
J1736-2457,2.642223439,3.43E-15
J1736-2819,1.59241948,1.49E-14
J1736-2843,6.445036086,3.00E-14
J1736-3422,0.347222222,6.56E-14
J1736-3511,0.502802783,1.57E-15
J1737-0314A,0.001979976,9.56E-20
J1737-0811,0.004175017,7.93E-21
J1737-3102,0.768672273,3.73E-14
J1737-3137,0.45043237,1.39E-13
J1737-3320,0.81627308,2.25E-15
J1737-3555,0.397584746,6.12E-15
J1738+0333,0.005850096,2.41E-20
J1738-2330,1.978847432,8.56E-15
J1738-2647,0.349590991,3.15E-15
J1738-2736,0.627715518,4.62E-15
J1738-2955,0.443425288,8.20E-14
J1738-3107,0.549497698,2.96E-16
J1738-3211,0.768498945,7.95E-16
J1738-3316,0.730372511,8.86E-17
J1739+0612,0.234169036,1.56E-16
J1739-1313,1.215697614,8.17E-17
J1739-2521,1.818461193,2.40E-16
J1739-2903,0.322886477,7.87E-15
J1739-3023,0.114371728,1.14E-14
J1739-3049,0.239317178,2.18E-15
J1739-3131,0.529440988,1.86E-14
J1739-3159,0.877561237,1.97E-16
J1739-3951,0.341772477,1.99E-17
J1740+1000,0.154087174,2.15E-14
J1740+1311,0.803050265,1.45E-15
J1740-2540,1.69265634,1.85E-15
J1740-3015,0.606886624,4.66E-13
J1740-3052,0.570313412,2.55E-14
J1740-3327,0.515000656,3.90E-15
J1740-5340A,0.003650329,1.68E-19
J1741+1351,0.003747155,3.02E-20
J1741+2758,1.360737688,1.84E-15
J1741+3855,0.82886089,2.06E-16
J1741-0840,2.043082458,2.27E-15
J1741-2019,3.904506361,1.63E-14
J1741-2054,0.413700121,1.70E-14
J1741-2719,0.346796929,8.06E-17
J1741-2733,0.89295867,1.48E-16
J1741-2945,0.223557829,6.34E-16
J1741-3016,1.893748694,8.99E-15
J1741-3927,0.512212355,1.71E-15
J1742-3321,0.143266476,1.27E-15
J1742-3957,1.016349195,8.16E-17
J1742-4616,0.412401047,3.38E-17
J1743-0339,0.444645107,1.56E-15
J1743-1351,0.405336949,4.78E-16
J1743-2442,1.242508309,4.72E-16
J1743-3150,2.414652315,1.21E-13
J1743-3153,0.1931054,1.06E-14
J1743-4212,0.306166988,7.83E-16
J1744-1134,0.004074546,8.93E-21
J1744-1610,1.757205869,2.38E-15
J1744-2335,1.683506689,8.33E-16
J1744-3130,1.066060871,2.12E-14
J1744-3922,0.172444361,1.55E-18
J1744-5337,0.355665849,1.90E-16
J1744-7619,0.004687524,9.68E-21
J1745+1017,0.00265213,2.73E-21
J1745+1252,1.059848758,5.63E-16
J1745-0129,1.045406856,6.31E-16
J1745-0952,0.019376303,9.25E-20
J1745-2229,1.160592538,2.86E-15
J1745-2758,0.487527998,4.42E-18
J1745-2900,3.76373308,1.76E-11
J1745-3040,0.367433725,1.07E-14
J1745-3812,0.698352864,2.43E-15
J1746+2245,3.465037783,4.92E-15
J1746+2540,1.05814817,1.05E-15
J1746-2849,1.478480373,1.27E-14
J1746-2850,1.077101491,1.34E-12
J1746-2856,0.945224316,1.25E-14
J1746-3239,0.19954136,6.56E-15
J1747-1030,1.578792889,4.30E-16
J1747-2647,0.500254454,1.32E-14
J1747-2802,2.780079198,2.37E-15
J1747-2809,0.052152855,1.56E-13
J1747-2958,0.098813976,6.13E-14
J1747-4036,0.00164561,1.31E-20
J1748-1300,0.394133347,1.21E-15
J1748-2021A,0.288602792,3.99E-16
J1748-2021B,0.016760127,-3.29E-19
J1748-2021C,0.006226933,-5.98E-20
J1748-2021D,0.01349582,5.87E-19
J1748-2021E,0.016264003,3.12E-19
J1748-2021F,0.003793629,-1.05E-20
J1748-2444,0.442838499,1.11E-16
J1748-2446A,0.011563148,-3.40E-20
J1748-2446C,0.008436095,-6.06E-19
J1748-2446ad,0.001395955,0
J1748-2446aj,0.00295891,1.41E-19
J1748-2446ak,0.001890107,8.85E-20
J1748-2446an,0.004802338,1.56E-19
J1748-244am,0.00293382,-1.37E-19
J1748-3009,0.009683961,-3.58E-20
J1749+5952,0.436040951,1.52E-16
J1749-2146,2.714555561,7.08E-15
J1749-2347,0.874485882,2.42E-15
J1749-2629,1.335387791,1.72E-15
J1749-3002,0.609873649,7.87E-15
J1749-4931,0.445822307,5.90E-16
J1749-5417,0.307576752,1.50E-16
J1749-5605,1.33230972,2.12E-15
J1750-2043,5.639047079,7.95E-15
J1750-2438,0.712794037,1.08E-14
J1750-2444,0.899376721,2.64E-16
J1750-28,1.300513146,5.78E-15
J1750-3157,0.910362984,1.97E-16
J1750-3503,0.684013603,3.81E-17
J1750-3703A,0.111600837,5.66E-18
J1750-3703B,0.006074542,1.92E-20
J1750-3703C,0.026568678,-9.96E-19
J1750-3703D,0.005139937,4.93E-19
J1751-2516,0.394835784,2.64E-15
J1751-2857,0.003914873,1.12E-20
J1751-3323,0.548227104,8.83E-15
J1751-4657,0.742353603,1.30E-15
J1752+2359,0.409050865,6.43E-16
J1752-2410,0.191036694,6.18E-16
J1752-2806,0.562557636,8.13E-15
J1752-2821,0.6402295,3.47E-15
J1753-1914,0.062954889,2.02E-18
J1753-2240,0.095137809,9.70E-19
J1753-2501,0.528336409,1.41E-14
J1753-2819,0.018623632,-4.94E-20
J1754+5201,2.391396795,1.56E-15
J1754-2422,2.090248077,8.30E-16
J1754-3014,1.320490414,4.43E-15
J1754-3443,0.361690596,5.71E-16
J1754-3510,0.392703893,7.82E-16
J1755-0903,0.190709643,7.81E-16
J1755-1650,0.733744439,6.86E-16
J1755-2025,0.322231179,4.42E-15
J1755-2521,1.175967877,9.02E-14
J1755-25211,1.004512553,3.12E-14
J1755-2534,0.233540625,1.12E-14
J1755-2550,0.315196062,2.43E-15
J1755-26,0.430872156,1.23E-14
J1755-2725,0.261954678,1.37E-17
J1755-3716,0.012786069,3.11E-20
J1756+1822,0.74400094,5.13E-16
J1756-2225,0.404980301,5.27E-14
J1756-2251,0.028461589,1.02E-18
J1756-2435,0.670479963,2.85E-16
J1756-2619,0.724513749,1.24E-15
J1757-1500,0.179354019,1.50E-15
J1757-1854,0.021497232,2.63E-18
J1757-2223,0.185310102,7.82E-16
J1757-2421,0.234105791,1.30E-14
J1757-2745,0.017687215,-1.30E-20
J1757-5322,0.008869961,2.63E-20
J1758+3030,0.947255811,7.20E-16
J1758-1931,0.692551578,1.69E-14
J1758-2206,0.43027825,9.56E-16
J1758-2540,2.107263371,1.55E-15
J1758-2630,1.202893463,5.17E-15
J1758-2846,0.766706386,9.41E-17
J1759+5036,0.176016347,2.43E-19
J1759-1029,2.512262812,1.57E-14
J1759-1736,0.798451567,2.55E-16
J1759-1903,0.731505473,3.07E-15
J1759-1940,0.254720352,9.34E-17
J1759-1956,2.84338881,1.86E-14
J1759-2205,0.460981536,1.09E-14
J1759-2302,0.810717729,1.07E-14
J1759-2307,0.558888678,3.76E-15
J1759-2549,0.956548549,9.96E-14
J1759-2922,0.574400268,4.63E-15
J1759-3107,1.078954947,3.77E-15
J1759-5505,0.373392126,4.39E-16
J1800+5034,0.578375101,1.17E-16
J1800-0125,0.78318549,1.15E-14
J1800-2114,1.799272492,5.50E-16
J1801-0357,0.921492866,3.31E-15
J1801-0857A,0.007175615,-5.10E-19
J1801-0857B,0.028961588,2.20E-18
J1801-0857C,0.0037387,-6.39E-20
J1801-0857D,0.004226532,7.68E-21
J1801-0857E,0.00760167,-1.04E-18
J1801-0857F,0.024891985,-2.67E-18
J1801-0857G,0.051591367,7.99E-20
J1801-0857H,0.005642723,3.85E-19
J1801-1417,0.003625097,5.30E-21
J1801-1855,2.55049821,1.82E-16
J1801-1909,1.10872485,7.03E-16
J1801-2115,0.438113157,1.55E-17
J1801-2154,0.375301756,1.60E-14
J1801-2304,0.41582709,1.13E-13
J1801-2451,0.124924207,1.28E-13
J1801-2920,1.081910498,3.29E-15
J1801-3210,0.007453584,7.22E-23
J1801-3458,1.385603623,3.97E-16
J1802+0128,0.554261604,2.11E-15
J1802-0523,1.680572969,2.65E-15
J1802-1745,0.514671377,5.64E-16
J1802-2124,0.012647594,7.26E-20
J1802-2426,0.56900709,8.56E-15
J1802-3346,2.461051995,1.32E-15
J1803-1616,0.536595823,1.77E-15
J1803-1857,2.864337736,1.52E-14
J1803-1920,0.443648922,3.30E-16
J1803-2137,0.13366692,1.34E-13
J1803-2149,0.106332094,1.95E-14
J1803-2712,0.334415427,1.71E-17
J1803-3002A,0.007101393,4.00E-20
J1803-3329,0.633411983,3.37E-16
J1804-0735,0.023100855,4.67E-19
J1804-2228,0.570510633,1.43E-16
J1804-2717,0.009343031,4.09E-20
J1804-2858,0.001492685,-7.57E-22
J1805+0306,0.218711565,9.99E-16
J1805+0615,0.002128906,2.28E-20
J1805-0619,0.454650713,9.69E-16
J1805-1504,1.18126923,2.73E-16
J1805-2032,0.405769488,8.39E-15
J1805-2037,0.357806775,1.76E-15
J1805-2447,0.661401759,5.82E-18
J1805-2948,0.428340989,4.74E-16
J1806+1023,0.48428646,5.73E-17
J1806+2819,0.015083667,3.75E-20
J1806-1154,0.522618386,1.41E-15
J1806-1618,0.66830921,8.62E-16
J1806-1920,0.879790876,1.70E-17
J1806-2125,0.481824602,1.18E-13
J1807+0756,0.464300493,1.29E-16
J1807-0847,0.163727372,2.88E-17
J1807-2459A,0.003059449,-4.34E-21
J1807-2459B,0.004186177,8.23E-20
J1807-2557,2.76419487,4.99E-15
J1807-2715,0.827776462,1.22E-14
J1808-0813,0.876044287,1.24E-15
J1808-1020,0.596993203,7.72E-16
J1808-1517,0.544549207,2.67E-15
J1808-1726,0.241034548,1.16E-17
J1808-2024,7.55592,5.49E-10
J1808-2057,0.918410326,1.71E-14
J1808-2701,2.457881778,6.58E-14
J1808-3249,0.364912242,7.05E-15
J1809-0119,0.744976402,2.29E-15
J1809-0743,0.313885675,1.52E-16
J1809-1429,0.895285284,5.24E-15
J1809-1850,1.124481089,1.06E-14
J1809-1917,0.08275527,2.55E-14
J1809-1943,5.540742829,2.83E-12
J1809-2004,0.434811386,7.28E-15
J1809-2109,0.702413629,3.82E-15
J1809-2332,0.146788548,3.44E-14
J1809-3547,0.860387839,1.20E-16
J1810+0705,0.307682834,2.42E-16
J1810+1744,0.00166,4.60E-21
J1810-1441,0.2172135,2.39E-17
J1810-1709,1.16113258,3.33E-16
J1810-1820,0.153716278,5.22E-17
J1810-2005,0.032822245,1.47E-19
J1810-5338,0.26104979,3.86E-16
J1811+0702,0.461712677,2.69E-15
J1811-0154,0.924944823,1.61E-15
J1811-1049,2.623858562,8.00E-16
J1811-1717,0.391385101,1.20E-16
J1811-1736,0.104181955,9.01E-19
J1811-1835,0.557463612,6.31E-15
J1811-1925,0.064667,4.40E-14
J1811-2405,0.002660593,1.38E-20
J1811-2439,0.415812941,2.97E-16
J1811-4930,1.432704197,2.25E-15
J1812+0226,0.793902802,3.60E-15
J1812-1718,1.205374441,1.91E-14
J1812-1733,0.538340543,9.82E-16
J1812-1910,0.430990981,3.77E-14
J1812-20,1.903111982,2.40E-16
J1812-2102,1.223352308,2.39E-14
J1812-2526,0.315835048,1.77E-16
J1812-2748,0.236983307,3.16E-16
J1812-3039,0.587476776,6.60E-16
J1813+1822,0.336424676,2.10E-17
J1813+4013,0.931089085,2.55E-15
J1813-1246,0.048072247,1.76E-14
J1813-1749,0.04474056,1.27E-13
J1813-2113,0.426466241,2.08E-15
J1813-2242,0.328514216,4.78E-17
J1813-2621,0.004430012,1.25E-20
J1814+1130,0.751261115,1.66E-15
J1814-0521,1.014219485,8.84E-16
J1814-0618,1.377868496,2.92E-16
J1814-1649,0.957463935,6.33E-15
J1814-1744,3.975905188,7.45E-13
J1815+5546,0.426843827,9.47E-17
J1815-1738,0.198456979,7.78E-14
J1815-1910,1.249923537,3.63E-14
J1816+4510,0.003193104,4.31E-20
J1816-0755,0.217642691,6.48E-15
J1816-1446,0.594499816,1.33E-15
J1816-1729,0.78231336,7.26E-15
J1816-2650,0.592885191,6.65E-17
J1816-5643,0.217922882,1.93E-18
J1817-0743,0.438095347,-2.30E-18
J1817-1511,0.224603837,1.43E-15
J1817-1742,0.149744039,2.06E-14
J1817-1938,2.046837629,3.60E-16
J1817-3618,0.387019397,2.02E-15
J1817-3837,0.384486784,5.80E-16
J1818-0151,0.837534947,9.11E-15
J1818-1116,0.544799525,3.82E-15
J1818-1422,0.291489461,2.04E-15
J1818-1448,0.2813713,6.15E-15
J1818-1519,0.93969004,4.11E-15
J1818-1541,0.551133777,9.68E-15
J1818-1556,0.952708903,7.06E-16
J1818-1607,1.363491957,4.18E-11
J1819+1305,1.060363544,3.59E-16
J1819-0925,0.852047484,3.13E-15
J1819-1008,0.301489849,1.32E-15
J1819-1114,0.294162515,5.66E-16
J1819-1131,1.388137129,7.61E-16
J1819-1318,1.515695993,5.97E-16
J1819-1408,1.788490453,2.59E-15
J1819-1458,4.263213477,5.63E-13
J1819-1510,0.22653899,7.85E-18
J1819-1717,0.393521638,3.46E-15
J1820-0427,0.598081935,6.33E-15
J1820-0509,0.337320796,9.32E-16
J1820-1346,0.921459731,4.50E-15
J1820-1529,0.333253734,3.79E-14
J1820-1818,0.309904593,9.36E-17
J1821+0155,0.033781332,2.90E-20
J1821+1715,1.366682059,8.71E-16
J1821+4147,1.261857209,1.73E-15
J1821-0256,0.41411105,3.72E-17
J1821-0331,0.902315629,2.53E-15
J1821-1419,1.65600957,8.95E-13
J1821-1432,1.91513067,5.37E-15
J1822+0705,1.362817392,1.75E-15
J1822+1120,1.787036805,2.35E-15
J1822+2617,0.591417586,7.98E-16
J1822-0719,0.499075534,1.90E-17
J1822-0848,0.834839273,1.35E-16
J1822-0902,0.148894507,1.78E-14
J1822-0907,0.974700373,3.55E-16
J1822-1252,2.071040272,8.48E-14
J1822-1400,0.21477111,9.07E-16
J1822-1604,8.437721056,2.14E-14
J1822-1617,0.831155727,1.89E-15
J1822-2256,1.874268518,1.35E-15
J1822-4209,0.456511945,4.59E-16
J1823+0550,0.752906543,2.27E-16
J1823-0154,0.759777464,1.13E-15
J1823-1115,0.279828697,1.38E-15
J1823-1126,1.846534201,3.65E-14
J1823-1347,0.617107206,9.60E-15
J1823-1526,1.625405472,4.52E-15
J1823-1807,1.636792452,2.79E-16
J1823-3021A,0.005440004,3.38E-18
J1823-3021B,0.378596492,2.99E-17
J1823-3021C,0.405935963,2.24E-16
J1823-3021G,0.006091293,-1.78E-20
J1823-3106,0.284054345,2.93E-15
J1824+1014,0.004065916,5.37E-21
J1824-0127,2.499469846,3.91E-15
J1824-0132,0.22372852,2.82E-17
J1824-1118,0.435759033,3.55E-15
J1824-1159,0.362492078,5.38E-15
J1824-1350,1.396598546,6.07E-16
J1824-1423,0.359394162,3.92E-16
J1824-1500,0.412229959,7.58E-16
J1824-1945,0.189337441,5.24E-15
J1824-2233,1.16174311,3.01E-16
J1824-2328,1.505874552,1.74E-15
J1824-2452A,0.003054316,1.62E-18
J1824-2452I,0.003931853,0
J1824-2452M,0.004784284,1.23E-19
J1824-2452N,0.003352872,1.59E-19
J1824-2537,0.223320267,4.40E-16
J1825+0004,0.7789494,8.76E-16
J1825-0319,0.004553528,6.80E-21
J1825-0935,0.769020998,5.24E-14
J1825-1108,1.925871773,1.90E-15
J1825-1446,0.279198309,2.27E-14
J1826-1131,2.09313631,4.91E-15
J1826-1256,0.110223702,1.21E-13
J1826-1334,0.101486794,7.53E-14
J1826-1419,0.770620171,8.78E-15
J1826-1526,0.382072812,1.08E-15
J1826-2415,0.004695757,1.74E-20
J1827-0750,0.270502039,1.54E-15
J1827-0849,0.00224,1.10E-20
J1827-0934,0.512547818,7.23E-15
J1827-0958,0.245757118,1.00E-15
J1827-1446,0.49918661,4.53E-14
J1828+1221,1.528295081,1.75E-15
J1828+1359,0.74163952,7.29E-16
J1828-0611,0.269414732,1.46E-15
J1828-1007,0.153196979,6.13E-16
J1828-1057,0.246333257,2.07E-14
J1828-1101,0.072056525,1.48E-14
J1828-1336,0.860332116,9.95E-16
J1828-2119,0.51452307,1.27E-15
J1829+0000,0.199147397,5.25E-16
J1829+2456,0.041009824,5.25E-20
J1829-0734,0.318400873,4.79E-15
J1829-1011,0.829166021,-5.00E-18
J1829-1751,0.307132976,5.55E-15
J1830-0052,0.345698034,2.37E-16
J1830-0131,0.152511958,2.11E-15
J1830-1059,0.405073135,5.99E-14
J1830-1135,6.221552666,4.77E-14
J1830-1313,0.747187668,1.71E-15
J1830-1414,0.77149252,7.62E-17
J1831-0823,0.612132964,3.09E-16
J1831-0952,0.067266846,8.32E-15
J1831-1223,2.857941001,5.47E-15
J1831-1329,2.16567935,2.99E-15
J1831-1423,0.507945195,1.09E-15
J1832+0029,0.533917733,1.55E-15
J1832-0644,0.744295419,3.71E-14
J1832-0827,0.647325599,6.39E-14
J1832-0836,0.002719112,8.27E-21
J1832-1021,0.330354089,4.20E-15
J1833-0209,0.291930632,2.75E-15
J1833-0338,0.686732837,4.16E-14
J1833-0556,1.52154517,1.28E-15
J1833-0559,0.48345888,1.23E-14
J1833-0827,0.085288151,9.18E-15
J1833-0831,7.565408384,3.43E-12
J1833-1034,0.06188365,2.02E-13
J1833-1055,0.633640298,5.27E-16
J1833-3840,0.00187,1.77E-20
J1833-6023,1.8894355,2.70E-16
J1834-0010,0.520954311,1.05E-17
J1834-0031,0.329531922,4.49E-16
J1834-0426,0.290108193,7.19E-17
J1834-0602,0.487913592,1.83E-15
J1834-0633,0.317314883,6.04E-16
J1834-0731,0.51299527,5.82E-14
J1834-0742,0.788353567,3.25E-14
J1834-0812,0.491141556,9.96E-15
J1834-0845,2.4823018,7.96E-12
J1834-1202,0.610258782,6.74E-18
J1834-1710,0.358306049,4.69E-17
J1834-1855,1.465655771,1.93E-15
J1835-0114,0.005116388,7.00E-21
J1835-0349,0.841864519,3.06E-15
J1835-0522,1.087749188,4.73E-16
J1835-0600,2.221787148,8.43E-15
J1835-0643,0.305830098,4.05E-14
J1835-0847,0.846494135,4.85E-16
J1835-0924,0.859192035,2.14E-14
J1835-09242,0.235248925,1.18E-17
J1835-0928,0.621733994,9.69E-16
J1835-0944,0.14534738,4.38E-15
J1835-0946,0.379536106,4.32E-17
J1835-1020,0.302449584,5.92E-15
J1835-1106,0.165917635,2.06E-14
J1835-1548,0.670485662,1.74E-15
J1835-3259B,0.001830293,4.34E-20
J1836+5925,0.173263836,1.50E-15
J1836-0436,0.354236508,1.66E-15
J1836-0517,0.45724503,1.30E-15
J1836-1008,0.562710736,1.18E-14
J1836-1324,0.178756352,1.04E-15
J1836-2354A,0.003354336,2.32E-21
J1836-2354B,0.003232274,-4.80E-22
J1837+0053,0.47351253,3.77E-17
J1837+1221,1.963531984,6.20E-15
J1837-0045,0.617036696,1.68E-15
J1837-0559,0.201063722,3.31E-15
J1837-0604,0.096294208,4.52E-14
J1837-0653,1.905808706,7.72E-16
J1837-0822,1.099195959,1.21E-16
J1837-1243,1.876018524,3.65E-14
J1837-1837,0.618357697,5.50E-15
J1838+1523,0.549160602,2.03E-17
J1838+1650,1.901967399,2.68E-15
J1838-0107,0.444425725,5.46E-18
J1838-0453,0.380865613,1.16E-13
J1838-0537,0.14570774,4.72E-13
J1838-0549,0.235311381,3.34E-14
J1838-0624,0.927177742,7.74E-17
J1838-0655,0.070498244,4.93E-14
J1838-1046,1.218353596,3.08E-15
J1838-1849,0.488242009,4.00E-17
J1839-0141,0.933265581,5.94E-15
J1839-0223,1.266790124,4.76E-15
J1839-0321,0.238782183,1.25E-14
J1839-0332,2.675682265,4.76E-15
J1839-0402,0.52093968,7.69E-15
J1839-0436,0.149460656,8.10E-16
J1839-0459,0.585319038,3.31E-15
J1839-0627,0.484913679,1.32E-16
J1839-0643,0.44954815,3.64E-15
J1839-0905,0.418974904,2.60E-14
J1839-1238,1.911428023,4.95E-15
J1840+0214,0.797478075,8.29E-15
J1840+5640,1.652861853,1.49E-15
J1840-0445,0.422316321,1.13E-14
J1840-0559,0.859368467,9.60E-15
J1840-0626,1.8933527,2.30E-14
J1840-0643,0.035577873,9.54E-20
J1840-0753,0.437869002,1.00E-16
J1840-0809,0.955673269,2.35E-15
J1840-0815,1.09644114,2.43E-15
J1840-0840,5.309376685,2.37E-14
J1840-1122,0.940961617,6.41E-15
J1840-1207,0.754470427,3.20E-15
J1840-1419,6.597562522,6.35E-15
J1841+0130,0.029772775,8.17E-18
J1841+0912,0.381319294,1.09E-15
J1841-0157,0.663321098,1.81E-14
J1841-0310,1.657656458,3.35E-16
J1841-0345,0.204068115,5.79E-14
J1841-0425,0.186148858,6.39E-15
J1841-0456,11.78897842,4.09E-11
J1841-0500,0.912915802,3.48E-14
J1841-0524,0.445748931,2.34E-13
J1841-1404,1.334557231,6.41E-16
J1841-7845,0.353602533,1.60E-16
J1842+0257,3.088255793,2.96E-14
J1842+0358,0.233326207,8.11E-16
J1842+0638,0.313016401,7.60E-17
J1842+1332,0.471603579,2.29E-16
J1842-0153,1.05422825,6.72E-15
J1842-0309,0.404919644,4.52E-15
J1842-0359,1.839944701,5.08E-16
J1842-0415,0.526682242,2.19E-14
J1842-0612,0.56447538,2.20E-17
J1842-0800,1.255468574,1.94E-16
J1842-0905,0.344646012,1.05E-14
J1843+0119,1.266998355,3.76E-15
J1843+2024,3.406538671,1.04E-15
J1843-0000,0.880334322,7.77E-15
J1843-0050,0.782598469,2.49E-16
J1843-0137,0.669872387,2.47E-15
J1843-0211,2.027524389,1.44E-14
J1843-0355,0.132313972,1.04E-15
J1843-0408,0.7819337,2.39E-15
J1843-0459,0.75496337,8.54E-16
J1843-0510,0.671613829,3.89E-15
J1843-0702,0.191614578,2.14E-15
J1843-0744,0.475392527,1.33E-14
J1843-0806,0.536413666,1.74E-14
J1843-1113,0.001845666,9.55E-21
J1843-1448,0.005471331,6.21E-21
J1843-1507,0.583550377,7.20E-15
J1844+0115,0.004185544,1.07E-20
J1844+1454,0.375463379,1.87E-15
J1844-0030,0.641097851,6.08E-15
J1844-0244,0.507722322,1.67E-14
J1844-0302,1.198630275,7.81E-15
J1844-0310,0.525049143,1.02E-14
J1844-0346,0.11285465,1.55E-13
J1844-0433,0.991026616,3.91E-15
J1844-0452,0.269443321,6.80E-16
J1844-0502,0.335162528,6.18E-17
J1844-0538,0.255704186,9.71E-15
J1845+0623,1.421653784,5.46E-16
J1845-0316,0.20763572,8.86E-15
J1845-0434,0.486750799,1.13E-14
J1845-0545,1.092348153,1.34E-14
J1845-0635,0.340527647,4.49E-15
J1845-0743,0.104694652,3.67E-16
J1845-0826,0.634354347,9.35E-15
J1845-1114,0.206219981,2.01E-15
J1845-1351,2.618918467,9.72E-15
J1846+0051,0.43437288,1.12E-14
J1846+0919,0.225551453,9.93E-15
J1846-0257,4.47672254,1.61E-13
J1846-0258,0.326571288,7.11E-12
J1846-0749,0.350109573,1.26E-15
J1846-07492,0.861379643,5.19E-15
J1846-7403,4.878838526,6.06E-15
J1847-0130,6.707045724,1.27E-12
J1847-0402,0.597808754,5.17E-14
J1847-0427,0.259246643,5.90E-18
J1847-0438,0.957991165,1.09E-14
J1847-0443,0.34083213,2.83E-17
J1847-0605,0.778164353,4.65E-15
J1848+0351,0.191442663,6.73E-17
J1848+0604,2.218602647,3.74E-15
J1848+0647,0.505956739,8.75E-15
J1848+0826,0.328664727,2.72E-16
J1848+1516,2.233769775,1.68E-15
J1848-0023,0.537623733,1.61E-15
J1848-0055,0.274556685,1.35E-15
J1848-0123,0.659432051,5.25E-15
J1848-0511,1.637129007,8.86E-15
J1848-0601,0.225004475,2.87E-16
J1848-1150,1.312218438,1.43E-15
J1848-1243,0.414383354,4.41E-16
J1848-1414,0.297769547,1.41E-17
J1848-1952,4.308189599,2.33E-14
J1849+0106,1.832259319,1.70E-14
J1849+0127,0.542155481,2.80E-14
J1849+0409,0.761194082,2.16E-14
J1849+0430,0.421125804,1.14E-16
J1849+2423,0.275641499,1.53E-16
J1849+2559,0.519263406,1.80E-16
J1849-0001,0.038522586,1.42E-14
J1849-0040,0.672480607,1.11E-14
J1849-0317,0.668407829,2.20E-14
J1849-0614,0.953384188,5.39E-14
J1849-0636,1.451319471,4.62E-14
J1850+0026,1.081843782,3.59E-16
J1850+0124,0.003559764,1.09E-20
J1850+0242,0.004479864,1.63E-19
J1850+0423,0.290716217,9.14E-17
J1850+1335,0.345581898,1.49E-15
J1850-0006,2.191497968,4.32E-15
J1850-0026,0.166633924,3.91E-14
J1850-0031,0.73418486,1.26E-15
J1851+0118,0.906976861,1.37E-13
J1851+0233,0.344018308,2.18E-15
J1851+0241,4.491318359,2.26E-14
J1851+0418,0.284697472,1.09E-15
J1851+1259,1.205303285,1.15E-14
J1851-0029,0.518721435,4.74E-15
J1851-0053,1.409065241,8.74E-16
J1851-0114,0.953181685,2.48E-15
J1851-0241,0.435193852,7.96E-15
J1851-0633,1.920302131,2.40E-15
J1852+0008,0.467894113,5.68E-15
J1852+0013,0.957750945,1.40E-14
J1852+0031,2.180195178,9.70E-14
J1852+0033,11.55871346,0
J1852+0040,0.104912611,8.68E-18
J1852+0305,1.326148567,1.02E-16
J1852-0000,1.920666329,2.52E-13
J1852-0118,0.451472853,1.76E-15
J1852-0127,0.428978926,5.15E-15
J1852-0635,0.524156765,1.46E-14
J1852-2610,0.336337132,8.77E-17
J1853+0011,0.397889459,3.35E-14
J1853+0029,1.876757623,2.43E-15
J1853+0056,0.2755776,2.14E-14
J1853+0259,0.585552888,1.12E-16
J1853+0427,1.320658506,2.65E-15
J1853+0505,0.905137354,1.28E-15
J1853+0545,0.126400333,6.12E-16
J1853+0853,3.914657916,5.13E-15
J1853+1303,0.004091797,8.72E-21
J1853-0004,0.101437103,5.57E-15
